timestamp,asset_id,depot,shift,asset_age_months,vibration_g,temperature_c,pressure_psi,acoustic_db,motor_current_a,error_events,constant_sensor,time_to_failure_hours,health_status,fault_type,failure_within_7_days,vibration_roll_mean_6,vibration_rms_6,vibration_peak_to_peak_6,temp_roll_mean_6
14/01/2026 00:00,PUMP-001,North,Day,15,1.6846,67.3487,119.6081,70.9035,34.5432,0,1,351.15,Healthy,Normal,0,1.476533333,1.488014955,0.5646,65.51183333
14/01/2026 06:00,PUMP-001,North,Night,15,1.7971,63.2704,122.6619,67.5396,35.084,1,1,334.11,Healthy,Normal,0,1.5062,1.521688461,0.6771,65.19108333
14/01/2026 12:00,PUMP-001,North,Day,15,1.7777,63.6343,119.2673,72.4546,35.5359,1,1,339.15,Healthy,Normal,0,1.541666667,1.560155971,0.6771,64.8602
14/01/2026 18:00,PUMP-001,North,Day,15,1.8912,67.9899,124.8337,70.3684,37.5067,0,1,322.01,Healthy,Normal,0,1.612016667,1.634161485,0.7712,65.32693333
15/01/2026 00:00,PUMP-001,North,Night,15,1.6865,62.8593,118.8615,65.2321,34.4357,0,1,331.04,Healthy,Normal,0,1.706433333,1.713319624,0.4897,65.2984
15/01/2026 06:00,PUMP-001,North,Day,15,1.7391,62.5196,125.8357,69.0637,35.6019,0,1,303.14,Healthy,Normal,0,1.7627,1.76413583,0.2066,64.6037
15/01/2026 12:00,PUMP-001,North,Night,15,1.8215,62.3039,124.6068,75.9746,36.3123,1,1,298.06,Healthy,Normal,0,1.785516667,1.786665257,0.2047,63.7629
15/01/2026 18:00,PUMP-001,North,Day,15,1.5093,62.8483,126.133,68.0415,36.9318,1,1,312.87,Healthy,Normal,0,1.73755,1.741716324,0.3819,63.69255
16/01/2026 00:00,PUMP-001,North,Day,15,1.4844,65.9353,117.9909,69.2281,33.2129,1,1,278.52,Healthy,Normal,0,1.688666667,1.695321041,0.4068,64.07605
16/01/2026 06:00,PUMP-001,North,Night,15,5.16648,59.0232,122.6274,75.567,36.6088,0,1,282.84,Healthy,Normal,0,2.234546667,2.593599775,3.68208,62.5816
16/01/2026 12:00,PUMP-001,North,Night,15,1.5765,64.5384,124.274,71.8189,36.4825,0,1,304.52,Healthy,Normal,0,2.216213333,2.582041465,3.68208,62.86145
16/01/2026 18:00,PUMP-001,North,Night,15,1.9232,62.6131,121.3882,73.0723,35.7321,0,1,292.62,Healthy,Normal,0,2.246896667,2.603710755,3.68208,62.87703333
17/01/2026 00:00,PUMP-001,North,Day,15,1.5637,64.7162,130.2169,69.1679,34.6824,1,1,313.58,Healthy,Normal,0,2.20393,2.575627872,3.68208,63.27908333
17/01/2026 06:00,PUMP-001,North,Day,15,1.443,66.3174,115.9646,68.1909,33.6389,1,1,274.3,Healthy,Normal,0,2.19288,2.569287065,3.72348,63.85726667
17/01/2026 12:00,PUMP-001,North,Night,15,1.6014,64.7255,120.9532,71.6258,36.9277,1,1,256.89,Healthy,Normal,0,2.21238,2.580970577,3.72348,63.65563333
17/01/2026 18:00,PUMP-001,North,Night,15,1.6143,63.8066,121.8713,67.6258,34.2577,0,1,270.33,Healthy,Normal,0,1.62035,1.62695542,0.4802,64.45286667
18/01/2026 00:00,PUMP-001,North,Day,15,1.5273,64.8531,124.7681,68.2393,37.2603,0,1,255.83,Healthy,Normal,0,1.61215,1.619114813,0.4802,64.50531667
18/01/2026 06:00,PUMP-001,North,Night,15,1.7287,64.6977,119.3707,69.8436,36.3669,1,1,280.92,Healthy,Normal,0,1.579733333,1.582134746,0.2857,64.85275
18/01/2026 12:00,PUMP-001,North,Night,15,1.8546,63.9048,125.8924,64.4572,34.3811,1,1,222.85,Healthy,Normal,0,1.628216667,1.633670999,0.4116,64.71751667
18/01/2026 18:00,PUMP-001,North,Night,15,1.4182,62.8519,125.4316,73.7056,34.2887,0,1,190.29,Healthy,Normal,0,1.624083333,1.630047434,0.4364,64.13993333
19/01/2026 00:00,PUMP-001,North,Night,15,1.5537,61.3862,119.9721,69.0257,35.2712,1,1,270.6,Healthy,Normal,0,1.616133333,1.622335228,0.4364,63.58338333
19/01/2026 06:00,PUMP-001,North,Day,15,1.436,66.5454,122.3246,68.5358,36.7576,0,1,211.25,Healthy,Normal,0,1.586416667,1.594153959,0.4364,64.03985
19/01/2026 12:00,PUMP-001,North,Day,15,1.6369,62.3896,125.4309,66.7254,36.6249,1,1,198.87,Healthy,Normal,0,1.604683333,1.612180583,0.4364,63.62926667
19/01/2026 18:00,PUMP-001,North,Day,15,1.4295,66.8635,122.9976,70.0738,36.3765,0,1,198.69,Healthy,Normal,0,1.554816667,1.562573942,0.4364,63.99023333
20/01/2026 00:00,PUMP-001,North,Day,15,1.4659,66.7041,120.8378,64.4506,38.2553,1,1,250.48,Healthy,Normal,0,1.490033333,1.492154237,0.2187,64.45678333
20/01/2026 06:00,PUMP-001,North,Day,15,1.4885,63.9095,120.5758,71.333,36.7343,0,1,181.22,Healthy,Normal,0,1.50175,1.503522897,0.2074,64.63305
20/01/2026 12:00,PUMP-001,North,Night,15,1.661,63.7522,124.0727,71.4151,33.5771,0,1,201.37,Healthy,Normal,0,1.519633333,1.52252115,0.2315,65.02738333
20/01/2026 18:00,PUMP-001,North,Day,15,1.5087,67.2536,120.6105,71.3507,36.4472,0,1,181.74,Healthy,Normal,0,1.53175,1.534193795,0.2315,65.14541667
21/01/2026 00:00,PUMP-001,North,Day,15,1.4817,61.2058,124.5207,67.9244,35.5207,1,1,218.78,Healthy,Normal,0,1.505883333,1.507674638,0.2315,64.94811667
21/01/2026 06:00,PUMP-001,North,Night,15,1.5359,59.7428,127.4094,70.6265,35.0006,0,1,153.94,Healthy,Normal,1,1.523616667,1.525014505,0.1951,63.76133333
21/01/2026 12:00,PUMP-001,North,Day,15,1.9689,65.0077,125.9797,69.6161,37.1435,0,1,137.96,Healthy,Normal,1,1.60745,1.616669408,0.4872,63.4786
21/01/2026 18:00,PUMP-001,North,Night,15,1.5516,63.497,127.4308,73.4463,35.3576,1,1,167.9,Healthy,Normal,1,1.617966667,1.626527495,0.4872,63.40985
22/01/2026 00:00,PUMP-001,North,Day,15,1.1347,62.7633,121.7673,64.6632,34.6509,0,1,160.83,Healthy,Normal,1,1.53025,1.549310236,0.8342,63.24503333
22/01/2026 06:00,PUMP-001,North,Day,15,1.4959,62.3959,124.3789,72.4131,34.6337,0,1,136.59,Healthy,Normal,1,1.528116667,1.547240251,0.8342,62.43541667
22/01/2026 12:00,PUMP-001,North,Day,15,1.7686,64.9868,126.4699,67.9793,36.2831,0,1,173.18,Healthy,Normal,0,1.575933333,1.596674953,0.8342,63.06558333
22/01/2026 18:00,PUMP-001,North,Day,15,1.8874,65.1396,119.6237,70.4988,38.1792,0,1,173.92,Healthy,Normal,0,1.634516667,1.658288042,0.8342,63.96505
23/01/2026 00:00,PUMP-001,North,Night,15,2.229,67.148,125.4263,68.4576,35.3326,1,1,118.83,Healthy,Normal,1,1.677866667,1.712278656,1.0943,64.32176667
23/01/2026 06:00,PUMP-001,North,Day,15,2.0381,67.576,124.8239,73.2961,34.9322,0,1,101.96,Healthy,Normal,1,1.75895,1.795261273,1.0943,65.0016
23/01/2026 12:00,PUMP-001,North,Night,15,2.0063,64.8116,121.7405,73.9409,40.0166,0,1,128.92,Healthy,Normal,1,1.904216667,1.91813598,0.7331,65.34298333
23/01/2026 18:00,PUMP-001,North,Night,15,2.3041,68.3807,117.0897,76.8721,40.2992,0,1,136.1,Healthy,Normal,1,2.038916667,2.047219001,0.5355,66.34045
24/01/2026 00:00,PUMP-001,North,Day,15,2.4391,70.3679,124.6027,73.9814,39.136,0,1,99.82,Healthy,Normal,1,2.150666667,2.159008132,0.5517,67.2373
24/01/2026 06:00,PUMP-001,North,Day,15,2.4511,69.3302,114.8565,76.7482,40.8206,0,1,95.87,Healthy,Normal,1,2.244616667,2.251425812,0.4448,67.93573333
24/01/2026 12:00,PUMP-001,North,Night,15,2.6402,71.5644,114.8875,74.1531,38.7845,1,1,97.91,Healthy,Seal Leak,1,2.31315,2.324353823,0.6339,68.6718
24/01/2026 18:00,PUMP-001,North,Night,15,2.7521,72.4072,118.3431,73.1333,37.4846,0,1,107.91,Healthy,Warning,1,2.43215,2.44390149,0.7458,69.477
25/01/2026 00:00,PUMP-001,North,Day,15,2.8424,69.3953,117.1023,76.2501,40.7829,1,1,104.28,Healthy,Warning,1,2.5715,2.578433796,0.5383,70.24095
25/01/2026 06:00,PUMP-001,North,Day,15,2.9523,75.6885,120.8639,74.0159,37.8581,1,1,82.85,Healthy,Bearing Wear,1,2.679533333,2.686296196,0.5132,71.45891667
25/01/2026 12:00,PUMP-001,North,Day,15,2.9053,73.0008,117.3852,73.7554,40.2417,0,1,99.35,Healthy,Warning,1,2.757233333,2.7625074,0.5012,71.89773333
25/01/2026 18:00,PUMP-001,North,Day,15,2.8988,71.0814,108.9213,75.107,40.2433,2,1,56.5,Warning,Warning,1,2.83185,2.833838181,0.3121,72.1896
26/01/2026 00:00,PUMP-001,North,Day,15,3.1516,74.2961,111.7643,74.6496,42.4985,1,1,14.28,Warning,Warning,1,2.917083333,2.919639234,0.3995,72.64488333
26/01/2026 06:00,PUMP-001,North,Night,15,3.4052,76.7553,115.6597,83.0714,41.9918,3,1,32.19,Warning,Warning,1,3.025933333,3.032245927,0.5628,73.36956667
26/01/2026 12:00,PUMP-001,North,Day,15,3.4465,77.7772,115.2338,71.665,42.0332,0,1,82.62,Warning,Bearing Wear,1,3.126616667,3.13491671,0.5477,74.76655
26/01/2026 18:00,PUMP-001,North,Night,15,3.5212,79.5352,108.2321,75.544,40.5812,1,1,66.19,Warning,Misalignment,1,3.221433333,3.231330758,0.6224,75.40766667
27/01/2026 00:00,PUMP-001,North,Night,15,3.4175,75.2739,112.3796,76.3318,41.5552,5,1,29.07,Critical,Bearing Wear,1,3.3068,3.313797645,0.6224,75.78651667
27/01/2026 06:00,PUMP-001,North,Day,15,3.3297,76.3842,108.785,75.9172,41.4283,1,1,4.82,Warning,Seal Leak,1,3.378616667,3.380616059,0.3696,76.67031667
27/01/2026 12:00,PUMP-001,North,Night,15,4.0682,77.5552,112.5468,77.7959,42.0936,2,1,29.41,Warning,Bearing Wear,1,3.531383333,3.539987248,0.7385,77.2135
27/01/2026 18:00,PUMP-001,North,Day,15,3.8103,79.6182,111.9333,79.1978,41.729,4,1,0,Critical,Bearing Wear,1,3.5989,3.608140273,0.7385,77.69065
28/01/2026 00:00,PUMP-001,North,Day,15,3.9599,81.946,107.8067,77.8978,45.535,2,1,10.18,Warning,Bearing Wear,1,3.684466667,3.694917751,0.7385,78.38545
28/01/2026 06:00,PUMP-001,North,Night,15,4.5278,85.5647,110.3386,79.996,41.5888,1,1,0,Critical,Misalignment,1,3.852233333,3.873341075,1.1981,79.39036667
01/01/2026 00:00,PUMP-002,South,Day,8,1.9831,60.3258,121.4039,61.6087,33.5872,0,1,648.54,Healthy,Normal,0,1.9831,1.9831,0,60.3258
01/01/2026 06:00,PUMP-002,South,Day,8,1.7945,68.0679,118.283,75.1587,35.9973,0,1,615.2,Healthy,Normal,0,1.8888,1.89115254,0.1886,64.19685
01/01/2026 12:00,PUMP-002,South,Night,8,1.8323,65.5114,119.8973,66.8611,35.6418,0,1,625.82,Healthy,Normal,0,1.869966667,1.871740647,0.1886,64.63503333
01/01/2026 18:00,PUMP-002,South,Day,8,1.8718,65.4098,120.8288,71.4187,34.6004,0,1,615.49,Healthy,Normal,0,1.870425,1.871755486,0.1886,64.828725
02/01/2026 00:00,PUMP-002,South,Night,8,1.7577,66.5078,121.6936,66.4794,36.3213,0,1,627.01,Healthy,Normal,0,1.84788,1.84950716,0.2254,65.16454
02/01/2026 06:00,PUMP-002,South,Day,8,1.6699,66.1968,118.9361,68.8896,37.2188,1,1,598.44,Healthy,Normal,0,1.818216667,1.82080338,0.3132,65.33658333
02/01/2026 12:00,PUMP-002,South,Day,8,1.9862,66.9812,120.4618,70.3008,37.1533,0,1,641.5,Healthy,Normal,0,1.818733333,1.821366452,0.3163,66.44581667
02/01/2026 18:00,PUMP-002,South,Day,8,2.0368,65.6063,121.2503,71.5412,35.4752,0,1,608.91,Healthy,Normal,0,1.859116667,1.863356224,0.3669,66.03555
03/01/2026 00:00,PUMP-002,South,Day,8,2.1823,64.6996,114.0672,67.5964,34.5705,0,1,618.57,Healthy,Normal,0,1.91745,1.925170491,0.5124,65.90025
03/01/2026 06:00,PUMP-002,South,Day,8,2.0342,66.2127,121.1633,70.9426,36.8626,0,1,614.75,Healthy,Normal,0,1.944516667,1.952435356,0.5124,66.03406667
03/01/2026 12:00,PUMP-002,South,Night,8,2.0192,65.7006,123.7894,72.7316,36.2839,0,1,588.36,Healthy,Normal,0,1.9881,1.994144857,0.5124,65.89953333
03/01/2026 18:00,PUMP-002,South,Day,8,1.9224,67.376,118.0175,71.8531,36.9484,0,1,570.63,Healthy,Normal,0,2.030183333,2.031696254,0.2599,66.09606667
04/01/2026 00:00,PUMP-002,South,Day,8,1.941,64.2287,116.9324,68.7634,36.7596,1,1,617.8,Healthy,Normal,0,2.02265,2.024402322,0.2599,65.63731667
04/01/2026 06:00,PUMP-002,South,Night,8,2.0324,70.1102,115.0672,73.3856,36.2098,0,1,579.16,Healthy,Normal,0,2.021916667,2.02366516,0.2599,66.38796667
04/01/2026 12:00,PUMP-002,South,Night,8,1.985,68.3262,118.3822,72.6041,35.0979,0,1,601.73,Healthy,Normal,0,1.989033333,1.989519029,0.1118,66.9924
04/01/2026 18:00,PUMP-002,South,Night,8,2.2728,65.5697,119.3167,67.4364,35.679,1,1,564.56,Healthy,Normal,0,2.0288,2.032107527,0.3504,66.88523333
05/01/2026 00:00,PUMP-002,South,Day,8,2.4283,64.5451,125.1926,70.5606,35.7883,0,1,562.51,Healthy,Normal,0,2.096983333,2.105399339,0.5059,66.69265
05/01/2026 06:00,PUMP-002,South,Night,8,1.9392,63.1923,114.4685,71.5025,35.6126,0,1,557.8,Healthy,Normal,0,2.099783333,2.107965573,0.4891,65.99536667
05/01/2026 12:00,PUMP-002,South,Night,8,2.0452,64.528,124.4402,73.6321,36.6924,1,1,524.88,Healthy,Normal,0,2.11715,2.124322448,0.4891,66.04525
05/01/2026 18:00,PUMP-002,South,Day,8,2.0304,66.5363,116.0751,71.6117,34.1019,0,1,514.71,Healthy,Normal,0,2.116816667,2.124003671,0.4891,65.4496
06/01/2026 00:00,PUMP-002,South,Day,8,2.1904,65.1119,115.8774,69.447,36.1428,1,1,548.67,Healthy,Normal,0,2.15105,2.1573895,0.4891,64.91388333
06/01/2026 06:00,PUMP-002,South,Day,8,1.7447,66.4115,120.0367,68.2754,35.6698,0,1,540.48,Healthy,Normal,0,2.063033333,2.073818337,0.6836,65.05418333
06/01/2026 12:00,PUMP-002,South,Night,8,1.995,65.2699,112.4747,67.9433,35.6317,1,1,531.96,Healthy,Normal,0,1.990816667,1.995316144,0.4457,65.17498333
06/01/2026 18:00,PUMP-002,South,Night,8,2.0238,65.7759,119.7058,70.0087,38.4063,0,1,570.04,Healthy,Normal,0,2.004916667,2.009269722,0.4457,65.60558333
07/01/2026 00:00,PUMP-002,South,Day,8,1.9253,66.8431,121.7286,69.1162,37.4267,0,1,511.58,Healthy,Normal,0,1.984933333,1.989427302,0.4457,65.99143333
07/01/2026 06:00,PUMP-002,South,Night,8,2.0618,64.6982,122.5377,70.2544,36.0019,2,1,538.49,Warning,Normal,0,1.990166667,1.994802456,0.4457,65.68508333
07/01/2026 12:00,PUMP-002,South,Night,8,1.9669,62.9957,116.4789,68.0201,39.4404,1,1,512.73,Healthy,Normal,0,1.952916667,1.955601547,0.3171,65.33238333
07/01/2026 18:00,PUMP-002,South,Night,8,1.6692,65.4985,116.4332,69.8048,33.7597,0,1,494.43,Healthy,Normal,0,1.940333333,1.944587146,0.3926,65.18021667
08/01/2026 00:00,PUMP-002,South,Day,8,1.9978,63.224,123.1024,68.1595,36.886,0,1,525.03,Healthy,Normal,0,1.9408,1.945066188,0.3926,64.83923333
08/01/2026 06:00,PUMP-002,South,Night,8,2.0785,66.8123,119.518,73.5231,37.4105,1,1,439.59,Healthy,Normal,0,1.949916667,1.954656435,0.4093,65.01196667
08/01/2026 12:00,PUMP-002,South,Night,8,1.7917,64.0412,125.3712,67.566,34.1484,0,1,469.91,Healthy,Normal,0,1.92765,1.93336923,0.4093,64.54498333
08/01/2026 18:00,PUMP-002,South,Day,8,1.8056,64.3873,117.4611,67.9771,39.1943,0,1,452.72,Healthy,Normal,0,1.88495,1.890179515,0.4093,64.49316667
09/01/2026 00:00,PUMP-002,South,Day,8,1.8892,64.3165,110.4794,66.8306,33.4651,0,1,496.69,Healthy,Normal,0,1.872,1.876923574,0.4093,64.7133
09/01/2026 06:00,PUMP-002,South,Night,8,2.0047,68.0319,121.5051,71.7999,34.7387,0,1,444.51,Healthy,Normal,0,1.927916667,1.930873985,0.2868,65.13553333
09/01/2026 12:00,PUMP-002,South,Night,8,2.1134,66.7281,118.0471,67.4176,34.3422,0,1,510.84,Healthy,Normal,0,1.947183333,1.951277393,0.3217,65.71955
09/01/2026 18:00,PUMP-002,South,Day,8,1.9816,64.1744,120.1212,71.3122,36.8655,0,1,419.35,Healthy,Normal,0,1.931033333,1.934402453,0.3217,65.2799
10/01/2026 00:00,PUMP-002,South,Night,8,2.3157,64.7532,123.7871,70.1564,35.423,1,1,481.43,Healthy,Normal,0,2.018366667,2.025000193,0.5101,65.39856667
10/01/2026 06:00,PUMP-002,South,Day,8,2.1957,64.1665,121.1126,68.3316,35.1201,0,1,438.92,Healthy,Normal,0,2.083383333,2.088247344,0.4265,65.36176667
10/01/2026 12:00,PUMP-002,South,Day,8,1.8359,67.3997,120.3762,71.8303,35.374,0,1,434.77,Healthy,Normal,0,2.0745,2.080309032,0.4798,65.87563333
10/01/2026 18:00,PUMP-002,South,Night,8,2.1319,66.8794,122.1623,73.535,38.0291,0,1,417.05,Healthy,Normal,0,2.0957,2.101280939,0.4798,65.68355
