timestamp,asset_id,depot,shift,asset_age_months,vibration_g,temperature_c,pressure_psi,acoustic_db,motor_current_a,error_events,constant_sensor,time_to_failure_hours,health_status,fault_type,failure_within_7_days
07/01/2026 00:00,PUMP-001,North,Day,15,1.5563,65.4104,117.2033,69.8879,34.8195,0,1,537.08,Healthy,Normal,0
07/01/2026 06:00,PUMP-001,North,Night,15,1.7949,61.9718,124.6942,68.8864,35.5413,0,1,497.09,Healthy,Normal,0
07/01/2026 12:00,PUMP-001,North,Night,15,1.6022,63.1067,123.7781,70.5577,36.2472,0,1,501.83,Healthy,Normal,0
07/01/2026 18:00,PUMP-001,North,Day,15,1.9931,67.6297,121.5123,69.339,33.9512,0,1,490.43,Healthy,Normal,0
08/01/2026 00:00,PUMP-001,North,Day,15,1.4088,63.0739,116.8537,69.6259,34.5126,1,1,504.71,Healthy,Normal,0
08/01/2026 06:00,PUMP-001,North,Day,15,1.7423,64.0817,118.2561,66.6258,38.9809,0,1,512.32,Healthy,Normal,0
08/01/2026 12:00,PUMP-001,North,Night,15,2.1529,62.2505,123.2583,70.7856,38.4202,0,1,485.89,Healthy,Normal,0
08/01/2026 18:00,PUMP-001,North,Night,15,1.7083,63.6823,124.1022,66.8377,35.6666,0,1,468.43,Healthy,Normal,0
09/01/2026 00:00,PUMP-001,North,Day,15,1.6249,66.0742,125.1435,70.809,36.0744,1,1,460.4,Healthy,Normal,0
09/01/2026 06:00,PUMP-001,North,Day,15,2.0465,68.0191,130.248,70.8874,34.9317,0,1,455.73,Healthy,Normal,0
09/01/2026 12:00,PUMP-001,North,Day,15,1.7544,64.7243,126.3125,65.9875,37.2984,2,1,449.67,Warning,Normal,0
09/01/2026 18:00,PUMP-001,North,Night,15,1.5774,64.1731,123.6768,70.3509,38.0601,0,1,455.68,Healthy,Normal,0
10/01/2026 00:00,PUMP-001,North,Night,15,1.6833,63.6899,118.2598,70.7544,38.4183,0,1,423.27,Healthy,Normal,0
10/01/2026 06:00,PUMP-001,North,Day,15,1.529,62.3561,123.3799,72.9901,36.8157,0,1,409.74,Healthy,Normal,0
10/01/2026 12:00,PUMP-001,North,Day,15,1.8539,65.0415,127.5647,69.3179,36.0932,0,1,408.25,Healthy,Normal,0
10/01/2026 18:00,PUMP-001,North,Day,15,1.6808,63.9082,128.8004,71.727,38.5489,0,1,463.73,Healthy,Normal,0
11/01/2026 00:00,PUMP-001,North,Day,15,1.329,63.3184,130.0244,71.4663,35.0215,1,1,449.2,Healthy,Normal,0
11/01/2026 06:00,PUMP-001,North,Day,15,1.5962,66.3309,126.7755,64.73,36.4261,0,1,404.07,Healthy,Normal,0
11/01/2026 12:00,PUMP-001,North,Day,15,1.1686,63.1874,126.7112,66.3623,38.0663,0,1,387.68,Healthy,Normal,0
11/01/2026 18:00,PUMP-001,North,Night,15,1.7765,66.2826,125.4223,70.5391,36.3785,0,1,405.54,Healthy,Normal,0
12/01/2026 00:00,PUMP-001,North,Day,15,1.609,66.051,120.7732,69.7125,38.074,0,1,415.73,Healthy,Normal,0
12/01/2026 06:00,PUMP-001,North,Night,15,1.782,64.3799,129.3682,71.9706,37.1785,0,1,334.14,Healthy,Normal,0
12/01/2026 12:00,PUMP-001,North,Night,15,1.2694,67.247,122.9362,70.2481,37.8334,1,1,422.43,Healthy,Normal,0
12/01/2026 18:00,PUMP-001,North,Day,15,1.6191,65.1949,125.5785,66.7506,32.7659,1,1,366.97,Healthy,Normal,0
13/01/2026 00:00,PUMP-001,North,Day,15,1.5649,65.6196,125.4091,71.2191,35.0135,0,1,367.28,Healthy,Normal,0
13/01/2026 06:00,PUMP-001,North,Day,15,1.4691,65.1895,123.6269,69.7297,37.1613,0,1,397.12,Healthy,Normal,0
13/01/2026 12:00,PUMP-001,North,Day,15,1.12,63.0305,127.2819,69.3448,36.2769,0,1,328.14,Healthy,Normal,0
13/01/2026 18:00,PUMP-001,North,Day,15,1.4015,66.6878,124.9156,68.074,35.1678,0,1,375.32,Healthy,Normal,0
14/01/2026 00:00,PUMP-001,North,Day,15,1.6846,67.3487,119.6081,70.9035,34.5432,0,1,351.15,Healthy,Normal,0
14/01/2026 06:00,PUMP-001,North,Night,15,1.7971,63.2704,122.6619,67.5396,35.084,1,1,334.11,Healthy,Normal,0
14/01/2026 12:00,PUMP-001,North,Day,15,1.7777,63.6343,119.2673,72.4546,35.5359,1,1,339.15,Healthy,Normal,0
14/01/2026 18:00,PUMP-001,North,Day,15,1.8912,67.9899,124.8337,70.3684,37.5067,0,1,322.01,Healthy,Normal,0
15/01/2026 00:00,PUMP-001,North,Night,15,1.6865,62.8593,118.8615,65.2321,34.4357,0,1,331.04,Healthy,Normal,0
15/01/2026 06:00,PUMP-001,North,Day,15,1.7391,62.5196,125.8357,69.0637,35.6019,0,1,303.14,Healthy,Normal,0
15/01/2026 12:00,PUMP-001,North,Night,15,1.8215,62.3039,124.6068,75.9746,36.3123,1,1,298.06,Healthy,Normal,0
15/01/2026 18:00,PUMP-001,North,Day,15,1.5093,62.8483,126.133,68.0415,36.9318,1,1,312.87,Healthy,Normal,0
16/01/2026 00:00,PUMP-001,North,Day,15,1.4844,65.9353,117.9909,69.2281,33.2129,1,1,278.52,Healthy,Normal,0
16/01/2026 06:00,PUMP-001,North,Night,15,5.16648,59.0232,122.6274,75.567,36.6088,0,1,282.84,Healthy,Normal,0
16/01/2026 12:00,PUMP-001,North,Night,15,1.5765,64.5384,124.274,71.8189,36.4825,0,1,304.52,Healthy,Normal,0
16/01/2026 18:00,PUMP-001,North,Night,15,1.9232,62.6131,121.3882,73.0723,35.7321,0,1,292.62,Healthy,Normal,0
17/01/2026 00:00,PUMP-001,North,Day,15,1.5637,64.7162,130.2169,69.1679,34.6824,1,1,313.58,Healthy,Normal,0
17/01/2026 06:00,PUMP-001,North,Day,15,1.443,66.3174,115.9646,68.1909,33.6389,1,1,274.3,Healthy,Normal,0
17/01/2026 12:00,PUMP-001,North,Night,15,1.6014,64.7255,120.9532,71.6258,36.9277,1,1,256.89,Healthy,Normal,0
17/01/2026 18:00,PUMP-001,North,Night,15,1.6143,63.8066,121.8713,67.6258,34.2577,0,1,270.33,Healthy,Normal,0
18/01/2026 00:00,PUMP-001,North,Day,15,1.5273,64.8531,124.7681,68.2393,37.2603,0,1,255.83,Healthy,Normal,0
18/01/2026 06:00,PUMP-001,North,Night,15,1.7287,64.6977,119.3707,69.8436,36.3669,1,1,280.92,Healthy,Normal,0
18/01/2026 12:00,PUMP-001,North,Night,15,1.8546,63.9048,125.8924,64.4572,34.3811,1,1,222.85,Healthy,Normal,0
18/01/2026 18:00,PUMP-001,North,Night,15,1.4182,62.8519,125.4316,73.7056,34.2887,0,1,190.29,Healthy,Normal,0
19/01/2026 00:00,PUMP-001,North,Night,15,1.5537,61.3862,119.9721,69.0257,35.2712,1,1,270.6,Healthy,Normal,0
19/01/2026 06:00,PUMP-001,North,Day,15,1.436,66.5454,122.3246,68.5358,36.7576,0,1,211.25,Healthy,Normal,0
19/01/2026 12:00,PUMP-001,North,Day,15,1.6369,62.3896,125.4309,66.7254,36.6249,1,1,198.87,Healthy,Normal,0
19/01/2026 18:00,PUMP-001,North,Day,15,1.4295,66.8635,122.9976,70.0738,36.3765,0,1,198.69,Healthy,Normal,0
20/01/2026 00:00,PUMP-001,North,Day,15,1.4659,66.7041,120.8378,64.4506,38.2553,1,1,250.48,Healthy,Normal,0
20/01/2026 06:00,PUMP-001,North,Day,15,1.4885,63.9095,120.5758,71.333,36.7343,0,1,181.22,Healthy,Normal,0
20/01/2026 12:00,PUMP-001,North,Night,15,1.661,63.7522,124.0727,71.4151,33.5771,0,1,201.37,Healthy,Normal,0
20/01/2026 18:00,PUMP-001,North,Day,15,1.5087,67.2536,120.6105,71.3507,36.4472,0,1,181.74,Healthy,Normal,0
21/01/2026 00:00,PUMP-001,North,Day,15,1.4817,61.2058,124.5207,67.9244,35.5207,1,1,218.78,Healthy,Normal,0
21/01/2026 06:00,PUMP-001,North,Night,15,1.5359,59.7428,127.4094,70.6265,35.0006,0,1,153.94,Healthy,Normal,1
21/01/2026 12:00,PUMP-001,North,Day,15,1.9689,65.0077,125.9797,69.6161,37.1435,0,1,137.96,Healthy,Normal,1
21/01/2026 18:00,PUMP-001,North,Night,15,1.5516,63.497,127.4308,73.4463,35.3576,1,1,167.9,Healthy,Normal,1
22/01/2026 00:00,PUMP-001,North,Day,15,1.1347,62.7633,121.7673,64.6632,34.6509,0,1,160.83,Healthy,Normal,1
22/01/2026 06:00,PUMP-001,North,Day,15,1.4959,62.3959,124.3789,72.4131,34.6337,0,1,136.59,Healthy,Normal,1
22/01/2026 12:00,PUMP-001,North,Day,15,1.7686,64.9868,126.4699,67.9793,36.2831,0,1,173.18,Healthy,Normal,0
22/01/2026 18:00,PUMP-001,North,Day,15,1.8874,65.1396,119.6237,70.4988,38.1792,0,1,173.92,Healthy,Normal,0
23/01/2026 00:00,PUMP-001,North,Night,15,2.229,67.148,125.4263,68.4576,35.3326,1,1,118.83,Healthy,Normal,1
23/01/2026 06:00,PUMP-001,North,Day,15,2.0381,67.576,124.8239,73.2961,34.9322,0,1,101.96,Healthy,Normal,1
23/01/2026 12:00,PUMP-001,North,Night,15,2.0063,64.8116,121.7405,73.9409,40.0166,0,1,128.92,Healthy,Normal,1
23/01/2026 18:00,PUMP-001,North,Night,15,2.3041,68.3807,117.0897,76.8721,40.2992,0,1,136.1,Healthy,Normal,1
24/01/2026 00:00,PUMP-001,North,Day,15,2.4391,70.3679,124.6027,73.9814,39.136,0,1,99.82,Healthy,Normal,1
24/01/2026 06:00,PUMP-001,North,Day,15,2.4511,69.3302,114.8565,76.7482,40.8206,0,1,95.87,Healthy,Normal,1
24/01/2026 12:00,PUMP-001,North,Night,15,2.6402,71.5644,114.8875,74.1531,38.7845,1,1,97.91,Healthy,Seal Leak,1
24/01/2026 18:00,PUMP-001,North,Night,15,2.7521,72.4072,118.3431,73.1333,37.4846,0,1,107.91,Healthy,Warning,1
25/01/2026 00:00,PUMP-001,North,Day,15,2.8424,69.3953,117.1023,76.2501,40.7829,1,1,104.28,Healthy,Warning,1
25/01/2026 06:00,PUMP-001,North,Day,15,2.9523,75.6885,120.8639,74.0159,37.8581,1,1,82.85,Healthy,Bearing Wear,1
25/01/2026 12:00,PUMP-001,North,Day,15,2.9053,73.0008,117.3852,73.7554,40.2417,0,1,99.35,Healthy,Warning,1
25/01/2026 18:00,PUMP-001,North,Day,15,2.8988,71.0814,108.9213,75.107,40.2433,2,1,56.5,Warning,Warning,1
26/01/2026 00:00,PUMP-001,North,Day,15,3.1516,74.2961,111.7643,74.6496,42.4985,1,1,14.28,Warning,Warning,1
26/01/2026 06:00,PUMP-001,North,Night,15,3.4052,76.7553,115.6597,83.0714,41.9918,3,1,32.19,Warning,Warning,1
26/01/2026 12:00,PUMP-001,North,Day,15,3.4465,77.7772,115.2338,71.665,42.0332,0,1,82.62,Warning,Bearing Wear,1
26/01/2026 18:00,PUMP-001,North,Night,15,3.5212,79.5352,108.2321,75.544,40.5812,1,1,66.19,Warning,Misalignment,1
27/01/2026 00:00,PUMP-001,North,Night,15,3.4175,75.2739,112.3796,76.3318,41.5552,5,1,29.07,Critical,Bearing Wear,1
27/01/2026 06:00,PUMP-001,North,Day,15,3.3297,76.3842,108.785,75.9172,41.4283,1,1,4.82,Warning,Seal Leak,1
27/01/2026 12:00,PUMP-001,North,Night,15,4.0682,77.5552,112.5468,77.7959,42.0936,2,1,29.41,Warning,Bearing Wear,1
27/01/2026 18:00,PUMP-001,North,Day,15,3.8103,79.6182,111.9333,79.1978,41.729,4,1,0,Critical,Bearing Wear,1
28/01/2026 00:00,PUMP-001,North,Day,15,3.9599,81.946,107.8067,77.8978,45.535,2,1,10.18,Warning,Bearing Wear,1
28/01/2026 06:00,PUMP-001,North,Night,15,4.5278,85.5647,110.3386,79.996,41.5888,1,1,0,Critical,Misalignment,1
01/01/2026 00:00,PUMP-002,South,Day,8,1.9831,60.3258,121.4039,61.6087,33.5872,0,1,648.54,Healthy,Normal,0
01/01/2026 06:00,PUMP-002,South,Day,8,1.7945,68.0679,118.283,75.1587,35.9973,0,1,615.2,Healthy,Normal,0
01/01/2026 12:00,PUMP-002,South,Night,8,1.8323,65.5114,119.8973,66.8611,35.6418,0,1,625.82,Healthy,Normal,0
01/01/2026 18:00,PUMP-002,South,Day,8,1.8718,65.4098,120.8288,71.4187,34.6004,0,1,615.49,Healthy,Normal,0
02/01/2026 00:00,PUMP-002,South,Night,8,1.7577,66.5078,121.6936,66.4794,36.3213,0,1,627.01,Healthy,Normal,0
02/01/2026 06:00,PUMP-002,South,Day,8,1.6699,66.1968,118.9361,68.8896,37.2188,1,1,598.44,Healthy,Normal,0
02/01/2026 12:00,PUMP-002,South,Day,8,1.9862,66.9812,120.4618,70.3008,37.1533,0,1,641.5,Healthy,Normal,0
02/01/2026 18:00,PUMP-002,South,Day,8,2.0368,65.6063,121.2503,71.5412,35.4752,0,1,608.91,Healthy,Normal,0
03/01/2026 00:00,PUMP-002,South,Day,8,2.1823,64.6996,114.0672,67.5964,34.5705,0,1,618.57,Healthy,Normal,0
03/01/2026 06:00,PUMP-002,South,Day,8,2.0342,66.2127,121.1633,70.9426,36.8626,0,1,614.75,Healthy,Normal,0
03/01/2026 12:00,PUMP-002,South,Night,8,2.0192,65.7006,123.7894,72.7316,36.2839,0,1,588.36,Healthy,Normal,0
03/01/2026 18:00,PUMP-002,South,Day,8,1.9224,67.376,118.0175,71.8531,36.9484,0,1,570.63,Healthy,Normal,0
04/01/2026 00:00,PUMP-002,South,Day,8,1.941,64.2287,116.9324,68.7634,36.7596,1,1,617.8,Healthy,Normal,0
04/01/2026 06:00,PUMP-002,South,Night,8,2.0324,70.1102,115.0672,73.3856,36.2098,0,1,579.16,Healthy,Normal,0
04/01/2026 12:00,PUMP-002,South,Night,8,1.985,68.3262,118.3822,72.6041,35.0979,0,1,601.73,Healthy,Normal,0
04/01/2026 18:00,PUMP-002,South,Night,8,2.2728,65.5697,119.3167,67.4364,35.679,1,1,564.56,Healthy,Normal,0
05/01/2026 00:00,PUMP-002,South,Day,8,2.4283,64.5451,125.1926,70.5606,35.7883,0,1,562.51,Healthy,Normal,0
05/01/2026 06:00,PUMP-002,South,Night,8,1.9392,63.1923,114.4685,71.5025,35.6126,0,1,557.8,Healthy,Normal,0
05/01/2026 12:00,PUMP-002,South,Night,8,2.0452,64.528,124.4402,73.6321,36.6924,1,1,524.88,Healthy,Normal,0
05/01/2026 18:00,PUMP-002,South,Day,8,2.0304,66.5363,116.0751,71.6117,34.1019,0,1,514.71,Healthy,Normal,0
06/01/2026 00:00,PUMP-002,South,Day,8,2.1904,65.1119,115.8774,69.447,36.1428,1,1,548.67,Healthy,Normal,0
06/01/2026 06:00,PUMP-002,South,Day,8,1.7447,66.4115,120.0367,68.2754,35.6698,0,1,540.48,Healthy,Normal,0
06/01/2026 12:00,PUMP-002,South,Night,8,1.995,65.2699,112.4747,67.9433,35.6317,1,1,531.96,Healthy,Normal,0
06/01/2026 18:00,PUMP-002,South,Night,8,2.0238,65.7759,119.7058,70.0087,38.4063,0,1,570.04,Healthy,Normal,0
07/01/2026 00:00,PUMP-002,South,Day,8,1.9253,66.8431,121.7286,69.1162,37.4267,0,1,511.58,Healthy,Normal,0
07/01/2026 06:00,PUMP-002,South,Night,8,2.0618,64.6982,122.5377,70.2544,36.0019,2,1,538.49,Warning,Normal,0
07/01/2026 12:00,PUMP-002,South,Night,8,1.9669,62.9957,116.4789,68.0201,39.4404,1,1,512.73,Healthy,Normal,0
07/01/2026 18:00,PUMP-002,South,Night,8,1.6692,65.4985,116.4332,69.8048,33.7597,0,1,494.43,Healthy,Normal,0
08/01/2026 00:00,PUMP-002,South,Day,8,1.9978,63.224,123.1024,68.1595,36.886,0,1,525.03,Healthy,Normal,0
08/01/2026 06:00,PUMP-002,South,Night,8,2.0785,66.8123,119.518,73.5231,37.4105,1,1,439.59,Healthy,Normal,0
08/01/2026 12:00,PUMP-002,South,Night,8,1.7917,64.0412,125.3712,67.566,34.1484,0,1,469.91,Healthy,Normal,0
08/01/2026 18:00,PUMP-002,South,Day,8,1.8056,64.3873,117.4611,67.9771,39.1943,0,1,452.72,Healthy,Normal,0
09/01/2026 00:00,PUMP-002,South,Day,8,1.8892,64.3165,110.4794,66.8306,33.4651,0,1,496.69,Healthy,Normal,0
09/01/2026 06:00,PUMP-002,South,Night,8,2.0047,68.0319,121.5051,71.7999,34.7387,0,1,444.51,Healthy,Normal,0
09/01/2026 12:00,PUMP-002,South,Night,8,2.1134,66.7281,118.0471,67.4176,34.3422,0,1,510.84,Healthy,Normal,0
09/01/2026 18:00,PUMP-002,South,Day,8,1.9816,64.1744,120.1212,71.3122,36.8655,0,1,419.35,Healthy,Normal,0
10/01/2026 00:00,PUMP-002,South,Night,8,2.3157,64.7532,123.7871,70.1564,35.423,1,1,481.43,Healthy,Normal,0
10/01/2026 06:00,PUMP-002,South,Day,8,2.1957,64.1665,121.1126,68.3316,35.1201,0,1,438.92,Healthy,Normal,0
10/01/2026 12:00,PUMP-002,South,Day,8,1.8359,67.3997,120.3762,71.8303,35.374,0,1,434.77,Healthy,Normal,0
10/01/2026 18:00,PUMP-002,South,Night,8,2.1319,66.8794,122.1623,73.535,38.0291,0,1,417.05,Healthy,Normal,0
11/01/2026 00:00,PUMP-002,South,Night,8,2.0169,64.6294,125.8578,70.8365,35.6948,1,1,468.34,Healthy,Normal,0
11/01/2026 06:00,PUMP-002,South,Day,8,1.9336,66.0517,115.2505,69.9466,38.8049,0,1,409.93,Healthy,Normal,0
11/01/2026 12:00,PUMP-002,South,Day,8,1.8517,61.7684,120.953,71.9446,33.7941,1,1,431.17,Healthy,Normal,0
11/01/2026 18:00,PUMP-002,South,Night,8,1.6375,66.8146,122.7394,69.4225,32.527,0,1,372.41,Healthy,Normal,0
12/01/2026 00:00,PUMP-002,South,Day,8,1.8601,63.4769,122.922,68.4472,36.5655,0,1,351.93,Healthy,Normal,0
12/01/2026 06:00,PUMP-002,South,Day,8,1.9904,62.9278,124.311,68.2508,35.2149,0,1,427.51,Healthy,Normal,0
12/01/2026 12:00,PUMP-002,South,Day,8,2.0968,66.1282,114.3055,69.7152,37.0388,0,1,409.79,Healthy,Normal,0
12/01/2026 18:00,PUMP-002,South,Night,8,2.0613,66.4505,126.7197,71.0777,36.921,1,1,397.15,Healthy,Normal,0
13/01/2026 00:00,PUMP-002,South,Day,8,2.0017,64.6528,116.3089,75.3126,36.4576,0,1,350.02,Healthy,Normal,0
13/01/2026 06:00,PUMP-002,South,Night,8,1.9672,66.721,115.3747,70.811,38.6781,0,1,375.03,Healthy,Normal,0
13/01/2026 12:00,PUMP-002,South,Night,8,1.9388,65.2518,118.6654,72.1075,33.5735,0,1,369.11,Healthy,Normal,0
13/01/2026 18:00,PUMP-002,South,Day,8,1.7198,67.9925,124.5098,72.2071,33.8793,1,1,392.53,Healthy,Normal,0
14/01/2026 00:00,PUMP-002,South,Day,8,1.9883,66.6019,120.6637,70.6698,38.0631,0,1,416.81,Healthy,Normal,0
14/01/2026 06:00,PUMP-002,South,Day,8,1.8931,62.4471,120.3646,72.8721,34.4788,0,1,363.98,Healthy,Normal,0
14/01/2026 12:00,PUMP-002,South,Night,8,2.2786,64.7323,121.6895,65.6962,38.6072,0,1,340.38,Healthy,Normal,0
14/01/2026 18:00,PUMP-002,South,Night,8,1.7589,67.8375,118.8592,69.5306,35.3117,0,1,313.33,Healthy,Normal,0
15/01/2026 00:00,PUMP-002,South,Night,8,2.13,65.6931,121.873,69.0366,39.1216,2,1,344.45,Warning,Normal,0
15/01/2026 06:00,PUMP-002,South,Day,8,2.1019,67.349,120.1264,69.5004,35.7068,0,1,284.37,Healthy,Normal,0
15/01/2026 12:00,PUMP-002,South,Night,8,1.8486,67.1929,123.3417,71.5057,37.0437,1,1,332.84,Healthy,Normal,0
15/01/2026 18:00,PUMP-002,South,Day,8,1.9653,65.4507,118.4416,63.2021,34.2538,0,1,321.95,Healthy,Normal,0
16/01/2026 00:00,PUMP-002,South,Day,8,1.6724,68.1906,119.507,70.6671,39.2561,0,1,307.36,Healthy,Normal,0
16/01/2026 06:00,PUMP-002,South,Day,8,1.8641,66.5187,119.6467,69.0909,38.0541,0,1,238.81,Healthy,Normal,0
16/01/2026 12:00,PUMP-002,South,Night,8,2.334,66.3521,123.4922,68.3334,34.8047,0,1,264.27,Healthy,Normal,0
16/01/2026 18:00,PUMP-002,South,Day,8,1.6911,63.1525,114.8878,65.9345,36.1533,0,1,282.32,Healthy,Normal,0
17/01/2026 00:00,PUMP-002,South,Night,8,1.9784,65.4159,127.5711,66.6486,35.4531,0,1,265.2,Healthy,Normal,0
17/01/2026 06:00,PUMP-002,South,Day,8,1.9433,66.1948,122.8249,68.1382,37.2293,0,1,262.12,Healthy,Normal,0
17/01/2026 12:00,PUMP-002,South,Day,8,1.8118,65.5601,117.7844,67.5351,35.5049,0,1,256.25,Healthy,Normal,0
17/01/2026 18:00,PUMP-002,South,Night,8,2.1408,63.5823,117.9869,68.5634,37.8552,0,1,263.08,Healthy,Normal,0
18/01/2026 00:00,PUMP-002,South,Day,8,1.5434,65.5233,127.2166,70.3044,36.0951,0,1,230.51,Healthy,Normal,0
18/01/2026 06:00,PUMP-002,South,Day,8,1.6199,65.9794,117.452,73.0177,35.5588,2,1,251.62,Warning,Normal,0
18/01/2026 12:00,PUMP-002,South,Night,8,1.9363,67.6509,124.3402,69.6081,33.0114,0,1,226.67,Healthy,Normal,0
18/01/2026 18:00,PUMP-002,South,Night,8,2.1894,63.6122,127.257,67.7933,37.0489,3,1,213.84,Warning,Normal,0
19/01/2026 00:00,PUMP-002,South,Day,8,1.9756,68.543,118.7633,66.1351,35.0678,0,1,218.51,Healthy,Normal,0
19/01/2026 06:00,PUMP-002,South,Day,8,1.9359,65.5282,117.8893,67.2969,35.5049,0,1,203.48,Healthy,Normal,0
19/01/2026 12:00,PUMP-002,South,Night,8,2.2018,66.4648,119.2985,68.8142,34.9714,0,1,231.24,Healthy,Normal,0
19/01/2026 18:00,PUMP-002,South,Night,8,2.329,68.9711,112.6709,70.9809,36.4613,1,1,244.89,Healthy,Normal,0
20/01/2026 00:00,PUMP-002,South,Day,8,2.287,69.8886,110.0032,71.949,38.627,0,1,190.8,Healthy,Normal,0
20/01/2026 06:00,PUMP-002,South,Day,8,2.332,65.6064,109.1243,73.553,35.7749,0,1,231.27,Healthy,Normal,0
20/01/2026 12:00,PUMP-002,South,Night,8,2.484,67.8059,118.5144,72.6562,37.7953,1,1,217.62,Healthy,Normal,0
20/01/2026 18:00,PUMP-002,South,Night,8,2.7909,71.8825,111.6251,71.1277,39.4398,0,1,181.31,Healthy,Normal,0
21/01/2026 00:00,PUMP-002,South,Night,8,2.5898,70.6123,115.4247,71.979,37.8408,1,1,110.06,Healthy,Normal,1
21/01/2026 06:00,PUMP-002,South,Night,8,2.789,69.2124,118.0016,72.4148,38.9897,0,1,169.38,Healthy,Normal,0
21/01/2026 12:00,PUMP-002,South,Night,8,2.3805,73.9307,116.8629,75.0175,36.4076,2,1,161.21,Warning,Normal,1
21/01/2026 18:00,PUMP-002,South,Night,8,2.5565,73.3079,115.1323,72.3005,36.2481,2,1,146.44,Warning,Normal,1
22/01/2026 00:00,PUMP-002,South,Day,8,2.8656,71.7197,118.9025,72.5891,37.5282,1,1,143.13,Healthy,Normal,1
22/01/2026 06:00,PUMP-002,South,Night,8,2.9753,69.7085,115.6804,69.1832,39.7448,2,1,152.46,Warning,Warning,1
22/01/2026 12:00,PUMP-002,South,Night,8,2.9643,73.4198,113.8789,74.11,37.9065,2,1,133.2,Warning,Bearing Wear,1
22/01/2026 18:00,PUMP-002,South,Day,8,3.2493,74.0519,110.8478,73.0469,36.976,2,1,153.35,Warning,Warning,1
23/01/2026 00:00,PUMP-002,South,Night,8,3.2778,73.7365,116.1942,72.693,37.0677,3,1,122.15,Warning,Bearing Wear,1
23/01/2026 06:00,PUMP-002,South,Day,8,2.9022,74.7367,108.5803,73.019,39.6595,2,1,136.88,Warning,Warning,1
23/01/2026 12:00,PUMP-002,South,Day,8,3.2573,73.8116,104.038,75.8589,39.4954,3,1,105.45,Warning,Warning,1
